code,drug_name,matched_product_name_en,matched_product_name_ar,matched_store_product_id,match_score,verified,match_method
90874,***GREEN TEA,ORGANIC NATION MATCHA GREEN TEA 60 CAP,اورجانيك نيشن ماتشا جرين تي 60 كبسول,2651731.0,100.0,algo_match,token_set_ratio
87648,**IMP panadol night 20 TAB,,,,,,no_match
84773,.CALCIMA 30 PICS,CALCIMA 30 SOFT CHEWS PIECES,كالسيما 30 اقراص (انفينتي),2476136.0,88.9,ai_confirmed,ai_verified
oly,`OLYSRE 20 TAB,OLYSRE 20 TAB,اوليسري 20 اقراص,2140438.0,96.3,algo_match,token_set_ratio
71475,+*** IMP BIOTIN 10000 MCG 100 TAB,,,,,,no_match
ANAF,+***IMP ANAFRANIL 25MG 30 TAB,,,,,,no_match
53804,+***IMP FEROGLOBIN B12 30 CAP,FEROGLOBIN 30 CAPS,فيروجلوبين 30 كبسول,1627515.0,87.2,ai_confirmed,ai_verified
18646,+***imp NEO MERCAZOLE 5 MG 100 TAB,,,,,,no_match
55748,+***IMP OSTEOCARE SYRUP 200ML,,,,,,no_match
54473,+***IMP OSTEOCARE ORIGINAL 30 TAB,OSTEOCARE 30 TABS.,اوستيوكير 30 اقراص,2626585.0,90.3,algo_match,partial_token_sort_ratio
17155,+***imp PANADOL BLUE TAB,,,,,,
30547,+***imp PANADOL COLD AND FLU TAB,,,,,,no_match
65174,+***imp PANADOL EXTRA 24 TAB IMP,PANADOL EXTRA 24 F.C. TAB,بانادول اكسترا 24 اقراص,2605897.0,90.9,algo_match,brand_index
59828,+***imp PANADOL JOINT 18 TAB,,,,,,no_match
25723,+***imp PANADOL SINUS 24 TAB,,,,,,no_match
29384,+***IMP PERFECTIL TRIPLE ACTIVE 30TAB IMP,,,,,,no_match
27942,+***IMP PREGNACARE original folic acid 30 cap,,,,,,no_match
56431,+***imp TRIPLE OMEGA 3-6-9 120 CAP(PURITANS,,,,,,no_match
68671,+***imp VEGA HONEY 10 PATCH,,,,,,no_match
68674,+***IMP VITAMIN D3 5000 IU 100 TAB,,,,,,no_match
55765,+***IMPGlUCOSAMINE CHONDROTN MSM 120CAP,,,,,,no_match
77608,+***spanish fly imp,,,,,,no_match
73073,456+4456.4,,,,,,no_match
26866,45645841635,,,,,,no_match
28792,520414785,,,,,,no_match
87805,535454,,,,,,no_match
46352,54234553,,,,,,no_match
81312,564356345254,,,,,,no_match
81217,64564164,,,,,,no_match
46285,65465163,,,,,,no_match
35435435,7585485463546350,,,,,,no_match
79111,876763,,,,,,no_match
29189,ABILIFY 10 MG 10 TAB,ABILIFY 10 MG 10 TABS.,ابيليفاي 10 مجم 10 اقراص,2671797.0,97.6,algo_match,brand_index
29188,ABILIFY 15 MG 10 TAB,ABILIFY 15 MG 10 TABS.,ابيليفاي 15 مجم 10 اقراص,943058.0,97.6,algo_match,brand_index
74571,ABILIFY 5 MG 10 TAB,ABILIFY 5 MG 10 TABS,ابيليفاي 5 مجم 10 اقراص,2254422.0,97.4,algo_match,brand_index
21728,ABIMOL 500 MG 20 TAB,,,,,,no_match
45413,ABIMOL EXTRA 20 TAB.,,,,,,no_match
45178,ABIMOL SUPP,,,,,,no_match
745822,acanthaprop eye 10ml,,,,,,no_match
91689,ACDISTERON 25 MG 20 TAB,ACDISTERON 25 MG 20 TAB,اكديستيرون 25 مجم 20 اقراص,2317701.0,100.0,algo_match,brand_index
86478,ACELIOFINAZ 100 MG 20 F.C. TAB,ACELIOFINAZ 100 MG 20 F.C. TAB,اسيليوفيناز 100 مجم 20 اقراص,2500486.0,100.0,algo_match,brand_index
90841,ACETOLYTIC 600 MG 10 CAPS,ACETOLYTIC 600 MG 10 CAPS,اسيتوليتك 600 مجم 10 كبسول,2543670.0,100.0,algo_match,brand_index
91756,ACETYL-C CORCEPT 20CAPS,ACETYL C CORCEPT 20 CAP,استيل سي كورسيبت 20 كبسول,2521787.0,80.0,ai_confirmed,ai_verified
74075,ACETYLCISTEINE 200 MG 10 SACHETS,ACETYLCISTEIN 200 MG 10 SACHET,استيل سيستايين 200 مجم 10 اكياس,2452687.0,96.8,algo_match,brand_index
73854,ACETYLCISTEINE 600 MG 10 SACHETS,ACETYLCISTEIN 600 MG 10 EFF. INSTANT GRAN. SACHETS,استيل سيستايين 600 مجم 10 اكياس,2140102.0,80.0,ai_confirmed,ai_verified
91666,ACETYLCYSTEINE VITA C 10 SACHETS,ACETYLCYSTEINE VITA C 10 SACHETS,استيل سيستايين فيتا سي 10 اكياس,2296794.0,100.0,algo_match,brand_index
85839,ACHTENON 30 TABS,,,,,,no_match
21489,ACICONE S SUSP 120ML,ACICONE SUSP. 120 ML,اسيكون شراب 120 مل,2197539.0,87.2,ai_confirmed,ai_verified
81700,ACIVIRAX 400 MG 30 TAB,ACIVIRAX 400 MG 30 TABS,اسيفيراكس 400 مجم 30 اقراص,2535750.0,97.8,algo_match,brand_index
55704,ACIVIRAX 800 MG 20 TAB,ACIVIRAX 800 MG 20 TABS.,اسيفيراكس 800 مجم 20 اقراص,970883.0,97.8,algo_match,brand_index
74783,ACNE-STOP CREAM 30 GM,ACNE STOP CREAM 30 GM,اكني ستوب كريم 30 جم,1425364.0,95.2,algo_match,token_set_ratio
56828,ACNESCAVE GEL 30 GM,ACNESCAVE 0.1 % TOPICAL GEL 30 GM,اكنيسكيف 0.1 % جيل 30 جم,901935.0,100.0,algo_match,token_set_ratio
79378,ACNIACT GEL 15 GM,ACNIACT TOPICAL GEL 15 GM,اكني اكت جل موضعي 15 جم,990338.0,81.0,ai_confirmed,ai_verified
78592,ACNITAZ GEL 15 GM,,,,,,no_match
26476,ACRETIN 0.025% CREAM 30 GM,ACRETIN 0.025 % CREAM 30 GM,اكريتين 0.025 % كريم 30 جم,1783735.0,94.3,algo_match,brand_index
26475,ACRETIN 0.05% CREAM,ACRETIN 0.05 % CREAM 30 GM,اكريتين 0.05 % كريم 30 جم,1770279.0,80.0,ai_confirmed,ai_verified
81251,ACTI-COLLA ADVANCE 10 SACHET,ACTI COLLA ADVANCE 10 SACHETS,اكتي كولا ادفانس 10 اكياس,2319772.0,94.7,algo_match,token_set_ratio
86436,ACTI-COLLA ADVANCE 30 SACHETS,ACTI COLLA ADVANCE 30 SACHETS,اكتي كولا ادفانس 30 اكياس,1685141.0,96.6,algo_match,token_set_ratio
78714,ACTI-COLLA C 10 SACHETS,ACTI COLLA C 10 SACHETS,اكتي كولا سي 10 اكياس,2312354.0,87.0,ai_confirmed,ai_verified
81013,ACTI-COLLA C 30SACHETS,,,,,,no_match
84051,ACTI-FOLIC 30 TABS.,ACTI FOLIC 30 TABS,اكتي فوليك 30 اقراص,901885.0,94.4,algo_match,brand_index
91980,ACTI-MASS MASSAGE CREAM 50GM,ACTI MASS MASSAGE CREAM 50 GM,اكتي ماس مساج كريم 50 جم,1752433.0,87.7,ai_confirmed,ai_verified
91082,ACTI 20 MG FLIM TAB 20,ACTI 20 MG 20 F.C. TABS,اكتي 20 مجم 20 اقراص,2468273.0,86.4,ai_confirmed,ai_verified
59238,ACTIFAST 50 MG 30TAB,ACTIFAST 50 MG 30 SACHETS,اكتيفاست 50 مجم 30 اكياس,2435105.0,91.9,algo_match,partial_token_sort_ratio
88910,ACTIFAST 50 MG 30 SACHETS,ACTIFAST 50 MG 30 SACHETS,اكتيفاست 50 مجم 30 اكياس,2435105.0,100.0,algo_match,brand_index
79728,ACTIFAST 6 SACHETS,ACTIFAST 50 MG 6 SACHETS,اكتيفاست 50 مجم 6 اكياس,2569467.0,85.7,ai_confirmed,ai_verified
3718,ACTIMAR 30 CAPS,ACTIMAR 30 CAPSULES,اكتيمار 30 كبسول,1058086.0,88.2,ai_confirmed,ai_verified
91243,ACTITRUE CALAMINE LOTION 100ml,,,,,,no_match
91242,ACTITRUE INTIMATE FEMININE WASH 200ml,,,,,,no_match
91210,ACTITRUE MOUTH WASH,,,,,,no_match
58283,ACTIVE HAIR OIL 120 ML,ACTIVE HAIR OIL 120 ML,اكتيف هير زيت 120 مل,2191945.0,100.0,algo_match,brand_index
58284,ACTIVE SHAMPOO 250 ML,ACTIVE HAIR SHAMPOO 250 ML,اكتيف هير شامبو 250 مل,2142697.0,89.4,ai_confirmed,ai_verified
77065,ACTOS 30 MG 30TAB,ACTOS 30 MG 30 TAB.,اكتوس 30 مجم 30 اقراص,2150066.0,80.0,ai_confirmed,ai_verified
28089,ACTRAPID HM 100 I.U./ML 5*3ML PENFILLS,ACTRAPID HM 100 I.U. / ML 5 * 3 ML PENFILLS,اكترابيد بنفل 100 وحده / 5 مل* 3 مل,1840928.0,80.0,ai_confirmed,ai_verified
25153,ACTRAPID HM 100 I.U./ML 10 ML VIAL,ACTRAPID HM 100 I.U. / ML 10 ML VIAL,اكترابيد 100 وحده / 10 مل امبول,2336695.0,92.8,algo_match,brand_index
74896,ACYCLOVIR 10 GM CREAM,ACYCLOVIR 5 % TOPICAL CREAM 10 GM,اسيكلوفير 5 % كريم 10 جم مصر,901857.0,100.0,algo_match,token_set_ratio
74041,ACYCLOVIR 400 MG 35 TAB,ACYCLOVIR 400 STADA 35 TAB.,اسيكلوفير 400 ستادا 35 اقراص,901858.0,85.7,ai_confirmed,ai_verified
21481,ACYCLOVIR 800 MG 35 TAB,ACYCLOVIR 800 STADA 35 TAB.,اسيكلوفير 800 ستادا 35 اقراص,1666454.0,85.7,ai_confirmed,ai_verified
29154,ADAPALENE GEL 30 GM,,,,,,no_match
48222,ADENOSINE FORT 3 AMP,,,,,,no_match
89285,ADMLASE SYRUP 120 ML,,,,,,no_match
74621,ADOL 500 MG 24 TAB,ADOL 500 MG 24 CAPLETS,ادول 500 مجم 24 اقراص,1395326.0,87.5,ai_confirmed,ai_verified
74549,ADOL EXTRA 24 TAB,ADOL EXTRA 24 CAPLETS.,ادول اكسترا 24 اقراص,1398887.0,86.7,ai_confirmed,ai_verified
48087,ADOL SINUS 24 TAB,,,,,,no_match
59464,ADOLOR 10 MG 20 TAB,,,,,,no_match
77042,ADOLOR 15 MG AMP,,,,,,no_match
81141,ADOLOR 30 MG 3 AMP,ADOLOR 30 MG 3 AMPS.,ادولور 30 مجم 3 امبول,901756.0,97.3,algo_match,brand_index
88144,ADPORT 1 MG IMP++++++,,,,,,no_match
80215,ADRENOCORTINE 1MG/ML I.M. AMP.,ADRENOCORTINE 1 MG / ML I.M. AMP.,ادرينوكورتين 1 مجم / مل امبول,2183202.0,91.5,algo_match,token_set_ratio
59694,ADVANCE SOAP BAR 100 G,ADVANCE SOAP 100 GM,ادفانس صابون 100 جم,2468157.0,87.8,ai_confirmed,ai_verified
77290,ADVANCE SOAP 100gm,ADVANCE SOAP 100 GM,ادفانس صابون 100 جم,2468157.0,86.5,ai_confirmed,ai_verified
60097,ADVANCRIB 400 MG 5 TAB,ADVANCRIB 400 MG 5 TABLETS,ادفانكريب 400 مجم 5 اقراص,2096005.0,91.7,algo_match,brand_index
65510,ADVOCHOL 10 MG 28 TAB,,,,,,no_match
87239,ADWIFLAM 50 MG SACHETS,ADWIFLAM 50 MG 10 SACHETS,ادويفلام 50 مجم 10 اكياس,2468162.0,93.6,algo_match,brand_index
46283,ADWIFLAM 50.ER. 20CAP,ADWIFLAM 50 MG E.R. 20 CAPS.,ادويفلام 50 مجم 20 كبسول,2435004.0,87.0,ai_confirmed,ai_verified
adw,ADWIFLAM 6 AMP,ADWIFLAM 75 MG / 3 ML 6 AMP.,ادويفلام 75 مجم / 3 مل 6 امبول,1159218.0,100.0,algo_match,token_set_ratio
79751,ADWIFLAM GEL 50 GM,ADWIFLAM EMULGEL 50 GM,ادويفلام ايملجل 50 جم,2319764.0,90.0,algo_match,brand_index
87065,ADWIFLOXACEN 400 MG 7 TABS,ADWIFLOXACEN 400 MG 7 F.C. TABS.,ادويفلوكساسين 400 مجم 7 اقراص,1772498.0,92.9,algo_match,brand_index
90822,ADWISTADINE 5MG 30TAB,ADWISTADINE 5 MG 30 SCORED F.C.TABS,ادويستادين 5 مجم 30 اقراص,2532918.0,86.5,ai_confirmed,ai_verified
78750,ADWITINE 30 MG 30 CAP,ADWITINE 30 MG 30 CAPS.,ادويتين 30 مجم 30 كبسول,2508703.0,97.7,algo_match,brand_index
78751,ADWITINE 60MG 30 CAPS,ADWITINE 60 MG 30 CAPS.,ادويتين 60 مجم 30 كبسول,1533675.0,88.4,ai_confirmed,ai_verified
73298,AERIUS 5 MG 20 TAB,AERIUS 5 MG 20 F.C.TAB.,ايريوس 5 مجم 20 اقراص,2607384.0,90.0,algo_match,brand_index
87033,AFROMED 30 CAPS,AFROMED 30 CAPS.,افروميد 30 قرص,1119781.0,100.0,algo_match,brand_index
67288,AFTER MEALS 20 CAPS.,,,,,,no_match
92368,AGAR ORAL DROP,AGAR ORAL DROP 15 ML,اجار قطره للفم 15 مل,2511049.0,82.4,ai_confirmed,ai_verified
59477,AGERA AHA CREAM 50 ML,AGERA ACNE CREAM 50 GM,اجيرا كريم,2632014.0,83.7,ai_confirmed,ai_verified
63136,AGGREX 75 MG 60 TAB,AGGREX 75 MG 60 TABS.,اجريكس 75 مجم 60 اقراص,901744.0,97.4,algo_match,brand_index
12522,AGIOLAX 12 SACHETS,AGIOLAX 12 GRANULES IN SACHETS,اجيولاكس 12 اكياس,2312290.0,100.0,algo_match,token_set_ratio
74541,AGNUCASTON 30 TAB,AGNUCASTON 20 MG 30 F.C. TAB.,اجنوكاستون 20 مجم 30 اقراص,2142573.0,100.0,algo_match,token_set_ratio
78296,AIG ESOMEPRAZOLE 40MG 21-CAP,,,,,,no_match
88372,aig esomeprprazole 40ml 28capsules,,,,,,no_match
65727,AIG MINOXIDIL 5 % LOTION 100 ML,,,,,,no_match
5953,AIRONYL 2.5 MG 20 TAB,AIRONYL 2.5 MG 20 TAB.,ايرونيل 2.5 مجم 20 اقراص,2207230.0,100.0,algo_match,brand_index
6544,AIRONYL SYRUP 120 ML,AIRONYL 30 MG / 100 ML SYRUP 120 ML,ايرونيل 30 مجم / 100 مل 120 مل شراب,1800891.0,100.0,algo_match,token_set_ratio
60514,AKANZA SPRAY 15 ML,AKANZA LIQUID SPRAY 15 ML,اكانزا بخاخ سائل 15 مل,2312351.0,83.7,ai_confirmed,ai_verified
67678,AKREN CLEANSER FACIAL WASH 250 ML,,,,,,
91643,ALAFLIC 20 CAPS,ALAFLIC 20 CAPS,الافيليك 20 كبسول,2499740.0,100.0,algo_match,brand_index
90086,ALBENDAZOLE 30 ML,ALBENDAZOLE 200 MG / 5 ML SUSP. 30 ML,البيندازول 200 مجم / 5 مل 30 مل شراب,901944.0,100.0,algo_match,token_set_ratio
79177,ALBENDAZOLE 30ML SYRUP,,,,,,no_match
67444,ALBENDAZOLE 400 MG 6 TAB,ALBENDAZOLE 400 MG 6 TABS,البيندازول 400 مجم 6 اقراص,2312379.0,98.0,algo_match,brand_index
83734,ALBIDERM CREAM 50GM,,,,,,no_match
74105,ALBOTHYL 8 SUPP,ALBOTHYL 90 MG 8 VAG. SUPP.,البوثيل 90 مجم 8 لبوس,2312378.0,100.0,algo_match,token_set_ratio
91457,ALBUNORM 20% I.V.INFUSION,ALBUNORM 20 % I.V.INFUSION,هيومان البومين 50 مل,2629487.0,94.1,algo_match,brand_index
86283,ALBUSTIX 16 MG 30 TABS.,ALBUSTIX 16 MG 30 TAB,البوستكس 16 مجم 30 اقراص,2306129.0,97.7,algo_match,brand_index
75262,ALBUSTIX 16\12.5 MG 30 TAB,ALBUSTIX D 16 / 12.5 MG 30 TAB.,البوستكس دي 16 / 12.5 مجم 30 اقراص,2510356.0,82.1,ai_confirmed,ai_verified
90988,ALBUSTIX 32 MG 30 TABS.,ALBUSTIX 32 MG 30 TABS,البوستكس 32 مجم 30 قرص,2510772.0,100.0,algo_match,brand_index
62068,ALBUSTIX 8 MG 30 TAB,ALBUSTIX 8 MG 30 TAB.,البوستكس 8 مجم 30 اقراص,2036155.0,100.0,algo_match,brand_index
79993,ALBUSTIX D 32/12.5MG 30TAB,,,,,,no_match
84212,ALC WHITE FEILD T,,,,,,
18109,ALDOMET 250 MG30 TAB,ALDOMET 250 MG 30 TAB,الدوميت 250 مجم 30 اقراص,2601933.0,87.8,ai_confirmed,ai_verified
91674,ALDOSPIRA 50 MG 20 TABS,,,,,,no_match
90888,ALEAVIA 15ML,,,,,,no_match
88292,ALEJON FACIAL MOIST GEL 75 MG,ALEJON FACIAL MOISTURIZER GEL 75 GM,اليجون جل مرطب للبشره 75 جم,2131593.0,87.5,ai_confirmed,ai_verified
88205,ALEJON OFFER (SUN GEL + SUN GEL)1+1,,,,,,no_match
75076,ALERGOLIBER 10 MG 20 TAB,,,,,,no_match
81240,ALERGOLIBER 120 ML SYRUP,ALERGOLIBER 1 MG / ML SYRUP 120 ML,اليرجوليبر 1 مجم / مل شراب 120 مل,1031203.0,82.8,ai_confirmed,ai_verified
85157,ALERID 10 MG 30 TABS,ALERID 10 MG 30 F.C. TABS.,اليريد 10 مجم 30 اقراص,2435200.0,90.9,algo_match,brand_index
79175,ALERID 120ML SYRUP,,,,,,no_match
47269,ALERTAM 120 MG 10 TAB,ALERTAM 120 MG 10 F.C.TAB.,اليرتام 120 مجم 10 اقراص,1995585.0,91.3,algo_match,brand_index
28481,ALERTAM 180 MG 10 TAB,ALERTAM 180 MG 10 F.C.TAB.,اليرتام 180 مجم 10 اقراص,2142588.0,91.3,algo_match,brand_index
88397,ALEXOLYTE 360ML BANANA FLAVOR,,,,,,no_match
83144,ALEXOLYTE 360ML ORANGE FLAVOR SYRUP,ALEXOLYTE (ORS) SYRUP 360 ML ORANGE,اليكسولايت شراب جفاف 360 مل برتقال,2435204.0,80.0,ai_confirmed,ai_verified
83145,ALEXOLYTE 360ML PINEAPPLE FLAVOR,,,,,,no_match
86358,ALEXOLYTE 360ML STRAWBERRY FLAVOR,,,,,,no_match
77044,ALFACALCIDOL 2MCG/ML 10 ML DROPS,,,,,,no_match
74143,ALFACARENO 2MCG/ML ORAL DROPS. 10 ML,ALFACARENO 2 MCG / ML ORAL DROPS. 10 ML,الفاكارينو 2 مكجم / مل قطره 10 مل,2369271.0,91.4,algo_match,token_set_ratio
29155,ALFACEF 750 MG 5TAB,,,,,,no_match
89531,ALFAMASH 30 E.C. TABS,ALFAMASH 30 TAB,الفاماش 30 اقراص,1515507.0,85.7,ai_confirmed,ai_verified
82005,ALFASPECT 750 MG 7 TABS,ALFASPECT 750 MG 7 S.F.C. TABS.,الفاسبكت 750 مجم 7 اقراص,2435164.0,88.5,ai_confirmed,ai_verified
89714,ALFATHROMB 5 MCG 20 TABS.,ALFATHROMB 5 MCG 20 TABS,الفاثرومب 5 مكجم 20 اقراص,1853785.0,100.0,algo_match,brand_index
81419,ALGANOUO MASSAGE SPRAY 125ML,,,,,,no_match
18992,ALGASON CREAM 40 GM,ALGASON MASSAGE CREAM 40 GM,ال جازونال كريم بديل الجازون,2491544.0,82.6,ai_confirmed,ai_verified
73563,ALGESAL CREAM 40 GM,ALGESAL SURACTIVE 40 GM CREAM,الجيزال كريم 40 جم,2139980.0,100.0,algo_match,token_set_ratio
91644,ALGIAFREE MASSAGE CREAM 100GM,,,,,,no_match
73284,ALKA MISR POWDER 10 SACHETS,,,,,,
75736,ALKAPRESS PLUS 10/160 mg 20 tab,ALKAPRESS PLUS 10 / 160 MG 20 F.C. TABS.,الكابرس بلس 10 / 160 مجم 20 اقراص,901997.0,87.0,ai_confirmed,ai_verified
58980,ALKAPRESS PLUS 5/160 mg 14 tab,ALKAPRESS PLUS 5 / 160 MG 14 F.C. TABS.,الكابرس بلس 160 / 5 مجم 14 اقراص,1615467.0,83.6,ai_confirmed,ai_verified
46307,ALKAPRESS 10 MG 30 TAB,ALKAPRESS 10 MG 30 TAB.,الكابرس 10 مجم 30 اقراص,2606425.0,100.0,algo_match,brand_index
73855,ALKAPRESS 5 MG 20 TAB,ALKAPRESS 5 MG 20 TAB.,الكابرس 5 مجم 20 اقراص,901995.0,100.0,algo_match,brand_index
85177,ALKAPRESS TRIO 10/320/25MG 14 F.C. TABS.,ALKAPRESS TRIO 10 / 320 / 25 MG 14 F.C. TABS.,الكابرس تريو 10 / 320 / 25 مجم 14 اقراص,2521038.0,86.1,ai_confirmed,ai_verified
85176,ALKAPRESS TRIO 5/160/12.5MG 14 F.C. TABS.,ALKAPRESS TRIO 5 / 160 / 12.5 MG 14 F.C. TABS.,الكابرس تريو 5 / 160 / 12.5 مجم 14 اقراص,2145957.0,83.8,ai_confirmed,ai_verified
85175,ALKAPRESS TRIO 5/160/25MG 14 F.C. TABS.,ALKAPRESS TRIO 5 / 160 / 25 MG 14 F.C. TABS.,الكابرس تريو 5 / 160 / 25 مجم 14 اقراص,2145956.0,81.0,ai_confirmed,ai_verified
74650,ALKAPRIDE 50 MG 30 TAB,ALKAPRIDE 50 MG 30 SCORED TABS.,الكابريد 50 مجم 30 اقراص,1125358.0,84.6,ai_confirmed,ai_verified
73232,ALL- VENT SYRUP 125 ML,,,,,,no_match
74978,ALLEAR 5 MG 20 TAB,ALLEAR 5 MG 20 F.C.TABS,الير 5 مجم 20 اقراص,2097304.0,87.8,ai_confirmed,ai_verified
47841,ALLEAR SYRUP 120ML,ALLEAR 2.5 MG / 5 ML SYRUP 120 ML,الير 2.5 مجم / 5 مل شراب 120 مل,2606413.0,80.0,ai_confirmed,ai_verified
10473,ALLERBAN S.R 2 MG 20 TAB,ALLERBAN S.R. 2 MG 20 TAB.,الليربان اس ار 2 مجم 20 اقراص,902001.0,100.0,algo_match,brand_index
10478,ALLERBAN SYRUP 120ML,,,,,,no_match
66026,ALLERDEP NASAL SPRAY 60ML,ALLERDEP NASAL SPRAY 60 ML,الليرديب بخاخ الانف 60 مل,1738709.0,90.2,algo_match,brand_index
62367,ALLERFEN 180 MG 20 TAB,ALLERFEN 180 MG 20 F.C. TABS.,اليرفين 180 مجم 20 اقراص,2126794.0,89.8,ai_confirmed,ai_verified
73772,ALLERFEN 60MG TAB,,,,,,no_match
82095,ALLERGETONE 10 MG 20 TABS.,ALLERGETONE 10 MG 20 TABS.,اليرجيتون 10 مجم 20 اقراص,1765098.0,100.0,algo_match,brand_index
1027,ALLERGEX CAFFEINE 20 TAB,,,,,,no_match
2428,ALLERGEX CREAM 20 GM,ALLERGEX 1.5 % CREAM 20 GM,اليرجيكس 1.5 % كريم 20 جم,2652964.0,87.0,ai_confirmed,ai_verified
81200,ALLERGICASONE NASAL SPRAY,ALLERGICASONE 125 / 50 MCG NASAL SPRAY 140 ACTUATIONS,الليرجيكازون 125 / 50 مكجم بخاخ 140 جرعه,902021.0,100.0,algo_match,token_set_ratio
64313,ALLERGYL 4 MG 20 TAB,,,,,,no_match
22684,ALLERGYL SYRUP 120 ML,ALLERGYL 2 MG / 5 ML SYRUP 120 ML,اليرجيل 2 مجم / 5 مل شراب 120 مل,1840176.0,100.0,algo_match,token_set_ratio
79379,ALLERZONE 0.1% CREAM 25 GM,ALLERZONE 0.1 % CREAM 25 GM,اليرزون 0.1 % كريم 25 جم,902022.0,94.3,algo_match,brand_index
58706,ALLEVO TAB 5 MG 20 TAB,ALLEVO 5 MG 20 F.C. TAB.,اليفو 5 مجم 20 اقراص,902024.0,81.8,ai_confirmed,ai_verified
86078,ALLINPHI ADULT 30 TABS,ALLINPHI ADULT 30 TAB,الينفاي كبار 30 اقراص,2146431.0,97.7,algo_match,brand_index
85583,ALLISON 50 GM CREAM,,,,,,no_match
83860,ALOEKITA ANTI DANDRUFF SHAMPOO,ALOEKITA ANTI DANDRUFF SHAMPOO 200 ML,الوكيتا شامبو ضد القشره 200 مل,2187713.0,89.6,ai_confirmed,ai_verified
67530,ALOEKITA CAFFEINE RICH ds da SHAMPOO 250 ML,,,,,,no_match
55266,ALOEKITA CAFFEINE SHAMPOO 200 ML,ALOEKITA CAFFEINE SHAMPOO 200 ML,الوكيتا شامبو للشعر بالكافيين 200 مل,2435191.0,100.0,algo_match,brand_index
84512,ALOEKITA HAIR GROWTH SPRAY 200 ML,ALOEKITA HAIR SPRAY 200 ML,الوكيتا بخاخ للشعر 200 مل,2097309.0,88.1,ai_confirmed,ai_verified
92260,ALOEKITA LEAVE IN CREAM 120GM,ALOEKITA LEAVE IN CREAM 120 GM,الوكيتا ليف ان كريم للشعر 120 جم,2421682.0,91.5,algo_match,brand_index
4422,ALPHA CHYMOTRYPSIN AMP,,,,,,no_match
87091,ALPHABRINZIMA EYE DROPS,ALPHABRINZIMA 1 % / 0.2 % EYE DROPS 5 ML,الفابرينزيما 1 % / 0.2 % قطره للعين 5 مل,1946492.0,100.0,algo_match,token_set_ratio
89532,ALPHAFEN 600MG 30 TAB,ALPHAFEN 600 MG 30 TAB.,الفافين 600 مجم 30 اقراص,1566220.0,88.4,ai_confirmed,ai_verified
90013,alphalipo 600 20tab,ALPHALIPO 600 MG 20 F.C. TABS,الفاليبو 600 مجم 20 اقراص,2637269.0,91.4,algo_match,partial_token_sort_ratio
64098,ALPHANOVA OPHTALMIC SOLUTION 5 ML,,,,,,no_match
61831,ALPHANOVA PLUS OPHTALMIC SOLUTION 5 ML,,,,,,no_match
87956,ALPHAVIM 300 - 20 CAPS,ALPHAVIM 300 MG 20 CAPS,الفافيم 300 مجم 20 كبسول,2158895.0,88.9,ai_confirmed,ai_verified
86156,ALPHAVIM 600 MG 20 TAB,ALPHAVIM 600 MG 20 CAPS,الفافيم 600 مجم 20 كبسول,2605951.0,80.0,ai_confirmed,ai_verified
alp,ALPHINTERN 30 F.C. TABS.,ALPHINTERN 30 F.C. TABS.,الفينترن 30 اقراص,2435175.0,100.0,algo_match,brand_index
78407,ALTIAZEM 60MG 40-TAB,ALTIAZEM 60 MG 40 TAB.,التيازيم 60 مجم 40 اقراص,2435151.0,82.4,ai_confirmed,ai_verified
22510,ALVEOLIN P SYRUP,ALVEOLIN P SYRUP 100 ML,الفيولين بي شراب 100 مل,901992.0,82.1,ai_confirmed,ai_verified
22509,ALVEOLIN SYRUP,ALVEOLIN P SYRUP 100 ML,الفيولين بي شراب 100 مل,901992.0,100.0,algo_match,token_set_ratio
84635,ALVERINSPASM 24 CAPS,ALVERINSPASM 24 S.G.CAPS,الفيرينسبازم 24 كبسول,1406654.0,90.9,algo_match,brand_index
76789,ALZENTAL 200 MG 6 TAB,ALZENTAL 200 MG 6 F.C. TAB.,الزينتال 200 مجم 6 اقراص,2468348.0,91.3,algo_match,brand_index
18450,ALZENTAL SUSP,ALZENTAL 20 MG / ML SUSP. 20 ML,الزينتال 20 مجم / مل شراب 20 مل,1024350.0,100.0,algo_match,token_set_ratio
65958,ALZEPIZIL 10 MG 14 TAB,ALZEPIZIL 10 MG 14 F.C. TAB.,الزيبيزيل 10 مجم 14 اقراص,901966.0,91.7,algo_match,brand_index
65956,ALZEPIZIL 5 MG 14 TAB,ALZEPIZIL 5 MG 14 F.C. TAB.,الزيبيزيل 5 مجم 14 اقراص,1562537.0,91.3,algo_match,brand_index
58927,ALZMENDA 10 MG 21 TAB,,,,,,no_match
60587,ALZMENDA 10 MG ORAL DROPS,ALZMENDA 10 MG / GM ORAL DROPS 20 ML,الزمندا 10 مجم / جم قطره فمويه 20 مل,901965.0,82.0,ai_confirmed,ai_verified
65695,ALZMENDA 20 MG 21 TAB,ALZMENDA 20 MG 21 F.C.TAB,الزمندا 20 مجم 21 اقراص,1657434.0,91.3,algo_match,brand_index
58926,ALZMENDA 5 MG 14TAB,ALZMENDA 5 MG 14 F.C. TAB.,الزمندا 5 مجم 14 اقراص,901962.0,88.4,ai_confirmed,ai_verified
63923,AMAGLUST 30/2 MG 30 TAB,,,,,,no_match
74141,AMAGLUST 30/4 MG 30TAB,,,,,,no_match
